"Hiển thị trên sổ","Ngày chứng từ (*)","Ngày hạch toán (*)","Số chứng từ (*)","Diễn giải","Hạn thanh toán","Diễn giải (Hạch toán)","TK Nợ (*)","TK Có (*)","Số tiền","Đối tượng Nợ","Đối tượng Có","TK ngân hàng","Khoản mục CP","Đơn vị","Đối tượng THCP","Công trình","Hợp đồng bán","CP không hợp lý","Mã thống kê"
,06-26-2021,06-26-2021,DT710254,"Doanh thu lớp học",,,3387,5111,136000,KH04017,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710255,"Doanh thu lớp học",,,3387,5111,136000,KH04096,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710256,"Doanh thu lớp học",,,3387,5111,136000,KH04245,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710257,"Doanh thu lớp học",,,3387,5111,136000,KH04606,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710258,"Doanh thu lớp học",,,3387,5111,136000,KH04664,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710259,"Doanh thu lớp học",,,3387,5111,136000,KH04815,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710260,"Doanh thu lớp học",,,3387,5111,136000,KH04819,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710261,"Doanh thu lớp học",,,3387,5111,136000,KH04881,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710262,"Doanh thu lớp học",,,3387,5111,136000,KH04925,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710263,"Doanh thu lớp học",,,3387,5111,136000,KH04982,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710264,"Doanh thu lớp học",,,3387,5111,136000,KH04983,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710265,"Doanh thu lớp học",,,3387,5111,136000,KH05340,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710266,"Doanh thu lớp học",,,3387,5111,136000,KH05407,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710267,"Doanh thu lớp học",,,3387,5111,136000,KH05559,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710268,"Doanh thu lớp học",,,3387,5111,136000,KH05579,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710269,"Doanh thu lớp học",,,3387,5111,136000,KH05616,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710270,"Doanh thu lớp học",,,3387,5111,136000,KH05773,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710271,"Doanh thu lớp học",,,3387,5111,136000,KH05994,,,,,,,,,TC5.1
,06-26-2021,06-26-2021,DT710272,"Doanh thu lớp học",,,3387,5111,136000,KH06092,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710273,"Doanh thu lớp học",,,3387,5111,136000,KH02981,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710274,"Doanh thu lớp học",,,3387,5111,136000,KH03195,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710275,"Doanh thu lớp học",,,3387,5111,136000,KH03317,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710276,"Doanh thu lớp học",,,3387,5111,136000,KH03401,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710277,"Doanh thu lớp học",,,3387,5111,136000,KH03565,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710278,"Doanh thu lớp học",,,3387,5111,136000,KH03585,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710279,"Doanh thu lớp học",,,3387,5111,136000,KH03599,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710280,"Doanh thu lớp học",,,3387,5111,136000,KH03608,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710281,"Doanh thu lớp học",,,3387,5111,136000,KH03610,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710282,"Doanh thu lớp học",,,3387,5111,136000,KH03611,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710283,"Doanh thu lớp học",,,3387,5111,136000,KH03937,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710284,"Doanh thu lớp học",,,3387,5111,136000,KH03939,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710285,"Doanh thu lớp học",,,3387,5111,136000,KH04017,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710286,"Doanh thu lớp học",,,3387,5111,136000,KH04096,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710287,"Doanh thu lớp học",,,3387,5111,136000,KH04245,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710288,"Doanh thu lớp học",,,3387,5111,136000,KH04606,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710289,"Doanh thu lớp học",,,3387,5111,136000,KH04664,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710290,"Doanh thu lớp học",,,3387,5111,136000,KH04815,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710291,"Doanh thu lớp học",,,3387,5111,136000,KH04819,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710292,"Doanh thu lớp học",,,3387,5111,136000,KH04881,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710293,"Doanh thu lớp học",,,3387,5111,136000,KH04925,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710294,"Doanh thu lớp học",,,3387,5111,136000,KH04982,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710295,"Doanh thu lớp học",,,3387,5111,136000,KH04983,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710296,"Doanh thu lớp học",,,3387,5111,136000,KH05340,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710297,"Doanh thu lớp học",,,3387,5111,136000,KH05407,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710298,"Doanh thu lớp học",,,3387,5111,136000,KH05559,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710299,"Doanh thu lớp học",,,3387,5111,136000,KH05616,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710300,"Doanh thu lớp học",,,3387,5111,136000,KH05773,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710301,"Doanh thu lớp học",,,3387,5111,136000,KH05994,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710302,"Doanh thu lớp học",,,3387,5111,136000,KH06092,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710303,"Doanh thu lớp học",,,3387,5111,136000,KH06612,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710304,"Doanh thu lớp học",,,3387,5111,136000,KH06626,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710305,"Doanh thu lớp học",,,3387,5111,136000,KH02981,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710306,"Doanh thu lớp học",,,3387,5111,136000,KH03195,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710307,"Doanh thu lớp học",,,3387,5111,136000,KH03317,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710308,"Doanh thu lớp học",,,3387,5111,136000,KH03401,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710309,"Doanh thu lớp học",,,3387,5111,136000,KH03565,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710310,"Doanh thu lớp học",,,3387,5111,136000,KH03585,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710311,"Doanh thu lớp học",,,3387,5111,136000,KH03599,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710312,"Doanh thu lớp học",,,3387,5111,136000,KH03608,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710313,"Doanh thu lớp học",,,3387,5111,136000,KH03610,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710314,"Doanh thu lớp học",,,3387,5111,136000,KH03611,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710315,"Doanh thu lớp học",,,3387,5111,136000,KH03937,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710316,"Doanh thu lớp học",,,3387,5111,136000,KH03939,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710317,"Doanh thu lớp học",,,3387,5111,136000,KH04017,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710318,"Doanh thu lớp học",,,3387,5111,136000,KH04096,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710319,"Doanh thu lớp học",,,3387,5111,136000,KH04245,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710320,"Doanh thu lớp học",,,3387,5111,136000,KH04606,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710321,"Doanh thu lớp học",,,3387,5111,136000,KH04664,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710322,"Doanh thu lớp học",,,3387,5111,136000,KH04815,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710323,"Doanh thu lớp học",,,3387,5111,136000,KH04819,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710324,"Doanh thu lớp học",,,3387,5111,136000,KH04881,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710325,"Doanh thu lớp học",,,3387,5111,136000,KH04925,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710326,"Doanh thu lớp học",,,3387,5111,136000,KH04982,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710327,"Doanh thu lớp học",,,3387,5111,136000,KH04983,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710328,"Doanh thu lớp học",,,3387,5111,136000,KH05340,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710329,"Doanh thu lớp học",,,3387,5111,136000,KH05407,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710330,"Doanh thu lớp học",,,3387,5111,136000,KH05559,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710331,"Doanh thu lớp học",,,3387,5111,136000,KH05616,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710332,"Doanh thu lớp học",,,3387,5111,136000,KH05773,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710333,"Doanh thu lớp học",,,3387,5111,136000,KH05994,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710334,"Doanh thu lớp học",,,3387,5111,136000,KH06092,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710335,"Doanh thu lớp học",,,3387,5111,136000,KH06612,,,,,,,,,TC5.1
,07-24-2021,07-24-2021,DT710336,"Doanh thu lớp học",,,3387,5111,136000,KH06626,,,,,,,,,TC5.1
,06-25-2021,06-25-2021,DT710337,"Doanh thu lớp học",,,3387,5111,177500,KH03937,,,,,,,,,TC5.1
,06-30-2021,06-30-2021,DT710338,"Doanh thu lớp học",,,3387,5111,170000,KH03937,,,,,,,,,TC5.1
,07-02-2021,07-02-2021,DT710339,"Doanh thu lớp học",,,3387,5111,170000,KH03937,,,,,,,,,TC5.1
,07-05-2021,07-05-2021,DT710340,"Doanh thu lớp học",,,3387,5111,170000,KH03937,,,,,,,,,TC5.1
,07-07-2021,07-07-2021,DT710341,"Doanh thu lớp học",,,3387,5111,170000,KH03937,,,,,,,,,TC5.1
,07-09-2021,07-09-2021,DT710342,"Doanh thu lớp học",,,3387,5111,170000,KH03937,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710343,"Doanh thu lớp học",,,3387,5111,136000,KH02981,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710344,"Doanh thu lớp học",,,3387,5111,136000,KH03195,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710345,"Doanh thu lớp học",,,3387,5111,136000,KH03317,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710346,"Doanh thu lớp học",,,3387,5111,136000,KH03401,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710347,"Doanh thu lớp học",,,3387,5111,136000,KH03565,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710348,"Doanh thu lớp học",,,3387,5111,136000,KH03585,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710349,"Doanh thu lớp học",,,3387,5111,136000,KH03599,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710350,"Doanh thu lớp học",,,3387,5111,136000,KH03608,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710351,"Doanh thu lớp học",,,3387,5111,136000,KH03610,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710352,"Doanh thu lớp học",,,3387,5111,136000,KH03611,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710353,"Doanh thu lớp học",,,3387,5111,136000,KH03937,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710354,"Doanh thu lớp học",,,3387,5111,136000,KH03939,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710355,"Doanh thu lớp học",,,3387,5111,136000,KH04017,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710356,"Doanh thu lớp học",,,3387,5111,136000,KH04096,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710357,"Doanh thu lớp học",,,3387,5111,136000,KH04245,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710358,"Doanh thu lớp học",,,3387,5111,136000,KH04606,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710359,"Doanh thu lớp học",,,3387,5111,136000,KH04664,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710360,"Doanh thu lớp học",,,3387,5111,136000,KH04815,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710361,"Doanh thu lớp học",,,3387,5111,136000,KH04819,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710362,"Doanh thu lớp học",,,3387,5111,136000,KH04881,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710363,"Doanh thu lớp học",,,3387,5111,136000,KH04925,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710364,"Doanh thu lớp học",,,3387,5111,136000,KH04982,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710365,"Doanh thu lớp học",,,3387,5111,136000,KH04983,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710366,"Doanh thu lớp học",,,3387,5111,136000,KH05340,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710367,"Doanh thu lớp học",,,3387,5111,136000,KH05407,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710368,"Doanh thu lớp học",,,3387,5111,136000,KH05559,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710369,"Doanh thu lớp học",,,3387,5111,136000,KH05616,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710370,"Doanh thu lớp học",,,3387,5111,136000,KH05773,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710371,"Doanh thu lớp học",,,3387,5111,136000,KH05994,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710372,"Doanh thu lớp học",,,3387,5111,136000,KH06092,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710373,"Doanh thu lớp học",,,3387,5111,136000,KH06626,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710374,"Doanh thu lớp học",,,3387,5111,136000,KH02981,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710375,"Doanh thu lớp học",,,3387,5111,136000,KH03195,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710376,"Doanh thu lớp học",,,3387,5111,136000,KH03317,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710377,"Doanh thu lớp học",,,3387,5111,136000,KH03401,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710378,"Doanh thu lớp học",,,3387,5111,136000,KH03565,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710379,"Doanh thu lớp học",,,3387,5111,136000,KH03585,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710380,"Doanh thu lớp học",,,3387,5111,136000,KH03599,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710381,"Doanh thu lớp học",,,3387,5111,136000,KH03608,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710382,"Doanh thu lớp học",,,3387,5111,136000,KH03610,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710383,"Doanh thu lớp học",,,3387,5111,136000,KH03611,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710384,"Doanh thu lớp học",,,3387,5111,136000,KH03937,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710385,"Doanh thu lớp học",,,3387,5111,136000,KH03939,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710386,"Doanh thu lớp học",,,3387,5111,136000,KH04017,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710387,"Doanh thu lớp học",,,3387,5111,136000,KH04096,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710388,"Doanh thu lớp học",,,3387,5111,136000,KH04245,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710389,"Doanh thu lớp học",,,3387,5111,136000,KH04606,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710390,"Doanh thu lớp học",,,3387,5111,136000,KH04664,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710391,"Doanh thu lớp học",,,3387,5111,136000,KH04815,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710392,"Doanh thu lớp học",,,3387,5111,136000,KH04819,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710393,"Doanh thu lớp học",,,3387,5111,136000,KH04881,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710394,"Doanh thu lớp học",,,3387,5111,136000,KH04925,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710395,"Doanh thu lớp học",,,3387,5111,136000,KH04982,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710396,"Doanh thu lớp học",,,3387,5111,136000,KH04983,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710397,"Doanh thu lớp học",,,3387,5111,136000,KH05340,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710398,"Doanh thu lớp học",,,3387,5111,136000,KH05407,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710399,"Doanh thu lớp học",,,3387,5111,136000,KH05559,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710400,"Doanh thu lớp học",,,3387,5111,136000,KH05616,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710401,"Doanh thu lớp học",,,3387,5111,136000,KH05773,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710402,"Doanh thu lớp học",,,3387,5111,136000,KH05994,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710403,"Doanh thu lớp học",,,3387,5111,136000,KH06092,,,,,,,,,TC5.1
,07-31-2021,07-31-2021,DT710404,"Doanh thu lớp học",,,3387,5111,136000,KH06626,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710405,"Doanh thu lớp học",,,3387,5111,128000,KH02981,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710406,"Doanh thu lớp học",,,3387,5111,128000,KH03195,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710407,"Doanh thu lớp học",,,3387,5111,128000,KH03317,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710408,"Doanh thu lớp học",,,3387,5111,128000,KH03565,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710409,"Doanh thu lớp học",,,3387,5111,128000,KH03585,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710410,"Doanh thu lớp học",,,3387,5111,128000,KH03599,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710411,"Doanh thu lớp học",,,3387,5111,128000,KH03608,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710412,"Doanh thu lớp học",,,3387,5111,128000,KH03610,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710413,"Doanh thu lớp học",,,3387,5111,128000,KH03611,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710414,"Doanh thu lớp học",,,3387,5111,128000,KH03937,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710415,"Doanh thu lớp học",,,3387,5111,128000,KH03939,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710416,"Doanh thu lớp học",,,3387,5111,128000,KH04017,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710417,"Doanh thu lớp học",,,3387,5111,128000,KH04096,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710418,"Doanh thu lớp học",,,3387,5111,128000,KH04245,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710419,"Doanh thu lớp học",,,3387,5111,128000,KH04606,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710420,"Doanh thu lớp học",,,3387,5111,128000,KH04664,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710421,"Doanh thu lớp học",,,3387,5111,128000,KH04815,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710422,"Doanh thu lớp học",,,3387,5111,128000,KH04819,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710423,"Doanh thu lớp học",,,3387,5111,128000,KH04881,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710424,"Doanh thu lớp học",,,3387,5111,128000,KH04925,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710425,"Doanh thu lớp học",,,3387,5111,128000,KH04982,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710426,"Doanh thu lớp học",,,3387,5111,128000,KH04983,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710427,"Doanh thu lớp học",,,3387,5111,128000,KH05340,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710428,"Doanh thu lớp học",,,3387,5111,128000,KH05407,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710429,"Doanh thu lớp học",,,3387,5111,128000,KH05559,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710430,"Doanh thu lớp học",,,3387,5111,128000,KH05616,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710431,"Doanh thu lớp học",,,3387,5111,128000,KH05773,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710432,"Doanh thu lớp học",,,3387,5111,128000,KH05994,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710433,"Doanh thu lớp học",,,3387,5111,128000,KH06092,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710434,"Doanh thu lớp học",,,3387,5111,128000,KH06626,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710435,"Doanh thu lớp học",,,3387,5111,128000,KH02981,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710436,"Doanh thu lớp học",,,3387,5111,128000,KH03195,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710437,"Doanh thu lớp học",,,3387,5111,128000,KH03317,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710438,"Doanh thu lớp học",,,3387,5111,128000,KH03565,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710439,"Doanh thu lớp học",,,3387,5111,128000,KH03585,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710440,"Doanh thu lớp học",,,3387,5111,128000,KH03599,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710441,"Doanh thu lớp học",,,3387,5111,128000,KH03608,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710442,"Doanh thu lớp học",,,3387,5111,128000,KH03610,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710443,"Doanh thu lớp học",,,3387,5111,128000,KH03611,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710444,"Doanh thu lớp học",,,3387,5111,128000,KH03937,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710445,"Doanh thu lớp học",,,3387,5111,128000,KH03939,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710446,"Doanh thu lớp học",,,3387,5111,128000,KH04017,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710447,"Doanh thu lớp học",,,3387,5111,128000,KH04096,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710448,"Doanh thu lớp học",,,3387,5111,128000,KH04245,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710449,"Doanh thu lớp học",,,3387,5111,128000,KH04606,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710450,"Doanh thu lớp học",,,3387,5111,128000,KH04664,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710451,"Doanh thu lớp học",,,3387,5111,128000,KH04815,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710452,"Doanh thu lớp học",,,3387,5111,128000,KH04819,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710453,"Doanh thu lớp học",,,3387,5111,128000,KH04881,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710454,"Doanh thu lớp học",,,3387,5111,128000,KH04925,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710455,"Doanh thu lớp học",,,3387,5111,128000,KH04982,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710456,"Doanh thu lớp học",,,3387,5111,128000,KH04983,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710457,"Doanh thu lớp học",,,3387,5111,128000,KH05340,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710458,"Doanh thu lớp học",,,3387,5111,128000,KH05407,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710459,"Doanh thu lớp học",,,3387,5111,128000,KH05559,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710460,"Doanh thu lớp học",,,3387,5111,128000,KH05616,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710461,"Doanh thu lớp học",,,3387,5111,128000,KH05773,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710462,"Doanh thu lớp học",,,3387,5111,128000,KH05994,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710463,"Doanh thu lớp học",,,3387,5111,128000,KH06092,,,,,,,,,TC5.1
,08-07-2021,08-07-2021,DT710464,"Doanh thu lớp học",,,3387,5111,128000,KH06626,,,,,,,,,TC5.1
,08-14-2021,08-14-2021,DT710465,"Doanh thu lớp học",,,3387,5111,128000,KH02981,,,,,,,,,TC5.1
,08-14-2021,08-14-2021,DT710466,"Doanh thu lớp học",,,3387,5111,128000,KH03195,,,,,,,,,TC5.1
,08-14-2021,08-14-2021,DT710467,"Doanh thu lớp học",,,3387,5111,128000,KH03317,,,,,,,,,TC5.1
,08-14-2021,08-14-2021,DT710468,"Doanh thu lớp học",,,3387,5111,128000,KH03565,,,,,,,,,TC5.1
,08-14-2021,08-14-2021,DT710469,"Doanh thu lớp học",,,3387,5111,128000,KH03585,,,,,,,,,TC5.1
,08-14-2021,08-14-2021,DT710470,"Doanh thu lớp học",,,3387,5111,128000,KH03599,,,,,,,,,TC5.1
,08-14-2021,08-14-2021,DT710471,"Doanh thu lớp học",,,3387,5111,128000,KH03608,,,,,,,,,TC5.1
,08-14-2021,08-14-2021,DT710472,"Doanh thu lớp học",,,3387,5111,128000,KH03610,,,,,,,,,TC5.1
,08-14-2021,08-14-2021,DT710473,"Doanh thu lớp học",,,3387,5111,128000,KH03611,,,,,,,,,TC5.1
,08-14-2021,08-14-2021,DT710474,"Doanh thu lớp học",,,3387,5111,128000,KH03937,,,,,,,,,TC5.1
,08-14-2021,08-14-2021,DT710475,"Doanh thu lớp học",,,3387,5111,128000,KH03939,,,,,,,,,TC5.1
