"Hiển thị trên sổ","Ngày chứng từ (*)","Ngày hạch toán (*)","Số chứng từ (*)","Diễn giải","Hạn thanh toán","Diễn giải (Hạch toán)","TK Nợ (*)","TK Có (*)","Số tiền","Đối tượng Nợ","Đối tượng Có","TK ngân hàng","Khoản mục CP","Đơn vị","Đối tượng THCP","Công trình","Hợp đồng bán","CP không hợp lý","Mã thống kê"
,06-01-2021,06-01-2021,DT699004,"Doanh thu lớp học",,,3387,5111,225250,KH03139,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699005,"Doanh thu lớp học",,,3387,5111,225250,KH03307,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699006,"Doanh thu lớp học",,,3387,5111,225250,KH03615,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699007,"Doanh thu lớp học",,,3387,5111,225250,KH03617,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699008,"Doanh thu lớp học",,,3387,5111,225250,KH03737,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699009,"Doanh thu lớp học",,,3387,5111,225250,KH03952,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699010,"Doanh thu lớp học",,,3387,5111,225250,KH03965,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699011,"Doanh thu lớp học",,,3387,5111,225250,KH03990,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699012,"Doanh thu lớp học",,,3387,5111,225250,KH04247,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699013,"Doanh thu lớp học",,,3387,5111,225250,KH04491,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699014,"Doanh thu lớp học",,,3387,5111,225250,KH04758,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699015,"Doanh thu lớp học",,,3387,5111,225250,KH04767,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699016,"Doanh thu lớp học",,,3387,5111,225250,KH04782,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699017,"Doanh thu lớp học",,,3387,5111,225250,KH04811,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699018,"Doanh thu lớp học",,,3387,5111,225250,KH05116,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699019,"Doanh thu lớp học",,,3387,5111,225250,KH05166,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699020,"Doanh thu lớp học",,,3387,5111,225250,KH05513,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699021,"Doanh thu lớp học",,,3387,5111,225250,KH05582,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699022,"Doanh thu lớp học",,,3387,5111,225250,KH05610,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699023,"Doanh thu lớp học",,,3387,5111,225250,KH05698,,,,,,,,,AC5.1
,06-01-2021,06-01-2021,DT699024,"Doanh thu lớp học",,,3387,5111,225250,KH06055,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699025,"Doanh thu lớp học",,,3387,5111,225250,KH03139,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699026,"Doanh thu lớp học",,,3387,5111,225250,KH03307,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699027,"Doanh thu lớp học",,,3387,5111,225250,KH03615,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699028,"Doanh thu lớp học",,,3387,5111,225250,KH03617,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699029,"Doanh thu lớp học",,,3387,5111,225250,KH03737,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699030,"Doanh thu lớp học",,,3387,5111,225250,KH03952,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699031,"Doanh thu lớp học",,,3387,5111,225250,KH03965,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699032,"Doanh thu lớp học",,,3387,5111,225250,KH03990,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699033,"Doanh thu lớp học",,,3387,5111,225250,KH04247,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699034,"Doanh thu lớp học",,,3387,5111,225250,KH04491,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699035,"Doanh thu lớp học",,,3387,5111,225250,KH04758,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699036,"Doanh thu lớp học",,,3387,5111,225250,KH04767,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699037,"Doanh thu lớp học",,,3387,5111,225250,KH04782,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699038,"Doanh thu lớp học",,,3387,5111,225250,KH04811,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699039,"Doanh thu lớp học",,,3387,5111,225250,KH05116,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699040,"Doanh thu lớp học",,,3387,5111,225250,KH05166,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699041,"Doanh thu lớp học",,,3387,5111,225250,KH05513,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699042,"Doanh thu lớp học",,,3387,5111,225250,KH05582,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699043,"Doanh thu lớp học",,,3387,5111,225250,KH05610,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699044,"Doanh thu lớp học",,,3387,5111,225250,KH05698,,,,,,,,,AC5.1
,06-08-2021,06-08-2021,DT699045,"Doanh thu lớp học",,,3387,5111,225250,KH06055,,,,,,,,,AC5.1
,06-04-2021,06-04-2021,DT699157,"Doanh thu lớp học",,,3387,5111,225250,KH01433,,,,,,,,,AC5.3
,06-04-2021,06-04-2021,DT699158,"Doanh thu lớp học",,,3387,5111,225250,KH03293,,,,,,,,,AC5.3
,06-04-2021,06-04-2021,DT699159,"Doanh thu lớp học",,,3387,5111,225250,KH03622,,,,,,,,,AC5.3
,06-04-2021,06-04-2021,DT699160,"Doanh thu lớp học",,,3387,5111,225250,KH03664,,,,,,,,,AC5.3
,06-04-2021,06-04-2021,DT699161,"Doanh thu lớp học",,,3387,5111,225250,KH04066,,,,,,,,,AC5.3
,06-04-2021,06-04-2021,DT699162,"Doanh thu lớp học",,,3387,5111,225250,KH04351,,,,,,,,,AC5.3
,06-04-2021,06-04-2021,DT699163,"Doanh thu lớp học",,,3387,5111,225250,KH04429,,,,,,,,,AC5.3
,06-04-2021,06-04-2021,DT699164,"Doanh thu lớp học",,,3387,5111,225250,KH04554,,,,,,,,,AC5.3
,06-04-2021,06-04-2021,DT699165,"Doanh thu lớp học",,,3387,5111,225250,KH04614,,,,,,,,,AC5.3
,06-04-2021,06-04-2021,DT699166,"Doanh thu lớp học",,,3387,5111,225250,KH04638,,,,,,,,,AC5.3
,06-04-2021,06-04-2021,DT699167,"Doanh thu lớp học",,,3387,5111,225250,KH05449,,,,,,,,,AC5.3
,06-04-2021,06-04-2021,DT699168,"Doanh thu lớp học",,,3387,5111,225250,KH05641,,,,,,,,,AC5.3
,06-11-2021,06-11-2021,DT699169,"Doanh thu lớp học",,,3387,5111,225250,KH01433,,,,,,,,,AC5.3
,06-11-2021,06-11-2021,DT699170,"Doanh thu lớp học",,,3387,5111,225250,KH03293,,,,,,,,,AC5.3
,06-11-2021,06-11-2021,DT699171,"Doanh thu lớp học",,,3387,5111,225250,KH03622,,,,,,,,,AC5.3
,06-11-2021,06-11-2021,DT699172,"Doanh thu lớp học",,,3387,5111,225250,KH03664,,,,,,,,,AC5.3
,06-11-2021,06-11-2021,DT699173,"Doanh thu lớp học",,,3387,5111,225250,KH04066,,,,,,,,,AC5.3
,06-11-2021,06-11-2021,DT699174,"Doanh thu lớp học",,,3387,5111,225250,KH04351,,,,,,,,,AC5.3
,06-11-2021,06-11-2021,DT699175,"Doanh thu lớp học",,,3387,5111,225250,KH04429,,,,,,,,,AC5.3
,06-11-2021,06-11-2021,DT699176,"Doanh thu lớp học",,,3387,5111,225250,KH04554,,,,,,,,,AC5.3
,06-11-2021,06-11-2021,DT699177,"Doanh thu lớp học",,,3387,5111,225250,KH04614,,,,,,,,,AC5.3
,06-11-2021,06-11-2021,DT699178,"Doanh thu lớp học",,,3387,5111,225250,KH04638,,,,,,,,,AC5.3
,06-11-2021,06-11-2021,DT699179,"Doanh thu lớp học",,,3387,5111,225250,KH05449,,,,,,,,,AC5.3
,06-11-2021,06-11-2021,DT699180,"Doanh thu lớp học",,,3387,5111,225250,KH05641,,,,,,,,,AC5.3
,06-06-2021,06-06-2021,DT700422,"Doanh thu lớp học",,,3387,5111,136000,KH02785,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700423,"Doanh thu lớp học",,,3387,5111,136000,KH03215,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700424,"Doanh thu lớp học",,,3387,5111,136000,KH03612,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700425,"Doanh thu lớp học",,,3387,5111,136000,KH03613,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700426,"Doanh thu lớp học",,,3387,5111,136000,KH03614,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700427,"Doanh thu lớp học",,,3387,5111,136000,KH03615,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700428,"Doanh thu lớp học",,,3387,5111,136000,KH03621,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700429,"Doanh thu lớp học",,,3387,5111,136000,KH03622,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700430,"Doanh thu lớp học",,,3387,5111,136000,KH03628,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700431,"Doanh thu lớp học",,,3387,5111,136000,KH03631,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700432,"Doanh thu lớp học",,,3387,5111,136000,KH03949,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700433,"Doanh thu lớp học",,,3387,5111,136000,KH03953,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700434,"Doanh thu lớp học",,,3387,5111,136000,KH03963,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700435,"Doanh thu lớp học",,,3387,5111,136000,KH03976,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700436,"Doanh thu lớp học",,,3387,5111,136000,KH04139,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700437,"Doanh thu lớp học",,,3387,5111,136000,KH04144,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700438,"Doanh thu lớp học",,,3387,5111,136000,KH04351,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700439,"Doanh thu lớp học",,,3387,5111,136000,KH04491,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700440,"Doanh thu lớp học",,,3387,5111,136000,KH04767,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700441,"Doanh thu lớp học",,,3387,5111,160000,KH05543,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700442,"Doanh thu lớp học",,,3387,5111,136000,KH05656,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700443,"Doanh thu lớp học",,,3387,5111,136000,KH05666,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700444,"Doanh thu lớp học",,,3387,5111,136000,KH05745,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700445,"Doanh thu lớp học",,,3387,5111,136000,KH02785,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700446,"Doanh thu lớp học",,,3387,5111,136000,KH03215,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700447,"Doanh thu lớp học",,,3387,5111,136000,KH03612,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700448,"Doanh thu lớp học",,,3387,5111,136000,KH03613,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700449,"Doanh thu lớp học",,,3387,5111,136000,KH03614,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700450,"Doanh thu lớp học",,,3387,5111,136000,KH03615,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700451,"Doanh thu lớp học",,,3387,5111,136000,KH03621,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700452,"Doanh thu lớp học",,,3387,5111,136000,KH03622,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700453,"Doanh thu lớp học",,,3387,5111,136000,KH03628,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700454,"Doanh thu lớp học",,,3387,5111,136000,KH03631,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700455,"Doanh thu lớp học",,,3387,5111,136000,KH03949,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700456,"Doanh thu lớp học",,,3387,5111,136000,KH03953,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700457,"Doanh thu lớp học",,,3387,5111,136000,KH03963,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700458,"Doanh thu lớp học",,,3387,5111,136000,KH03976,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700459,"Doanh thu lớp học",,,3387,5111,136000,KH04139,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700460,"Doanh thu lớp học",,,3387,5111,136000,KH04144,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700461,"Doanh thu lớp học",,,3387,5111,136000,KH04351,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700462,"Doanh thu lớp học",,,3387,5111,136000,KH04491,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700463,"Doanh thu lớp học",,,3387,5111,136000,KH04767,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700464,"Doanh thu lớp học",,,3387,5111,160000,KH05543,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700465,"Doanh thu lớp học",,,3387,5111,136000,KH05656,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700466,"Doanh thu lớp học",,,3387,5111,136000,KH05666,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT700467,"Doanh thu lớp học",,,3387,5111,136000,KH05745,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700468,"Doanh thu lớp học",,,3387,5111,136000,KH02785,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700469,"Doanh thu lớp học",,,3387,5111,136000,KH03215,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700470,"Doanh thu lớp học",,,3387,5111,136000,KH03612,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700471,"Doanh thu lớp học",,,3387,5111,136000,KH03613,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700472,"Doanh thu lớp học",,,3387,5111,136000,KH03614,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700473,"Doanh thu lớp học",,,3387,5111,136000,KH03615,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700474,"Doanh thu lớp học",,,3387,5111,136000,KH03621,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700475,"Doanh thu lớp học",,,3387,5111,136000,KH03622,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700476,"Doanh thu lớp học",,,3387,5111,136000,KH03628,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700477,"Doanh thu lớp học",,,3387,5111,136000,KH03631,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700478,"Doanh thu lớp học",,,3387,5111,136000,KH03949,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700479,"Doanh thu lớp học",,,3387,5111,136000,KH03953,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700480,"Doanh thu lớp học",,,3387,5111,136000,KH03963,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700481,"Doanh thu lớp học",,,3387,5111,136000,KH03976,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700482,"Doanh thu lớp học",,,3387,5111,136000,KH04139,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700483,"Doanh thu lớp học",,,3387,5111,136000,KH04144,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700484,"Doanh thu lớp học",,,3387,5111,136000,KH04351,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700485,"Doanh thu lớp học",,,3387,5111,136000,KH04491,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700486,"Doanh thu lớp học",,,3387,5111,136000,KH04767,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700487,"Doanh thu lớp học",,,3387,5111,160000,KH05543,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700488,"Doanh thu lớp học",,,3387,5111,136000,KH05656,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700489,"Doanh thu lớp học",,,3387,5111,136000,KH05666,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700490,"Doanh thu lớp học",,,3387,5111,136000,KH05745,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700491,"Doanh thu lớp học",,,3387,5111,136000,KH02785,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700492,"Doanh thu lớp học",,,3387,5111,136000,KH03215,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700493,"Doanh thu lớp học",,,3387,5111,136000,KH03612,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700494,"Doanh thu lớp học",,,3387,5111,136000,KH03613,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700495,"Doanh thu lớp học",,,3387,5111,136000,KH03614,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700496,"Doanh thu lớp học",,,3387,5111,136000,KH03615,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700497,"Doanh thu lớp học",,,3387,5111,136000,KH03621,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700498,"Doanh thu lớp học",,,3387,5111,136000,KH03622,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700499,"Doanh thu lớp học",,,3387,5111,136000,KH03628,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700500,"Doanh thu lớp học",,,3387,5111,136000,KH03631,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700501,"Doanh thu lớp học",,,3387,5111,136000,KH03949,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700502,"Doanh thu lớp học",,,3387,5111,136000,KH03953,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700503,"Doanh thu lớp học",,,3387,5111,136000,KH03963,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700504,"Doanh thu lớp học",,,3387,5111,136000,KH03976,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700505,"Doanh thu lớp học",,,3387,5111,136000,KH04139,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700506,"Doanh thu lớp học",,,3387,5111,136000,KH04144,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700507,"Doanh thu lớp học",,,3387,5111,136000,KH04351,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700508,"Doanh thu lớp học",,,3387,5111,136000,KH04491,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700509,"Doanh thu lớp học",,,3387,5111,136000,KH04767,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700510,"Doanh thu lớp học",,,3387,5111,160000,KH05543,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700511,"Doanh thu lớp học",,,3387,5111,136000,KH05656,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700512,"Doanh thu lớp học",,,3387,5111,136000,KH05666,,,,,,,,,TC5.5
,06-13-2021,06-13-2021,DT700513,"Doanh thu lớp học",,,3387,5111,136000,KH05745,,,,,,,,,TC5.5
,06-30-2021,06-30-2021,DT700514,"Doanh thu lớp học",,,3387,5111,200000,KH05656,,,,,,,,,TC5.5
,07-02-2021,07-02-2021,DT700515,"Doanh thu lớp học",,,3387,5111,200000,KH05656,,,,,,,,,TC5.5
,07-06-2021,07-06-2021,DT700516,"Doanh thu lớp học",,,3387,5111,200000,KH05656,,,,,,,,,TC5.5
,07-09-2021,07-09-2021,DT700517,"Doanh thu lớp học",,,3387,5111,200000,KH05656,,,,,,,,,TC5.5
,06-06-2021,06-06-2021,DT702166,"Doanh thu lớp học",,,3387,5111,136000,KH02401,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702167,"Doanh thu lớp học",,,3387,5111,136000,KH02782,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702168,"Doanh thu lớp học",,,3387,5111,136000,KH03253,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702169,"Doanh thu lớp học",,,3387,5111,136000,KH03269,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702170,"Doanh thu lớp học",,,3387,5111,136000,KH03393,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702171,"Doanh thu lớp học",,,3387,5111,136000,KH03497,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702172,"Doanh thu lớp học",,,3387,5111,136000,KH03721,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702173,"Doanh thu lớp học",,,3387,5111,136000,KH03724,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702174,"Doanh thu lớp học",,,3387,5111,136000,KH03731,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702175,"Doanh thu lớp học",,,3387,5111,136000,KH03735,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702176,"Doanh thu lớp học",,,3387,5111,136000,KH03737,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702177,"Doanh thu lớp học",,,3387,5111,136000,KH03952,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702178,"Doanh thu lớp học",,,3387,5111,136000,KH03977,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702179,"Doanh thu lớp học",,,3387,5111,136000,KH03978,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702180,"Doanh thu lớp học",,,3387,5111,136000,KH04095,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702181,"Doanh thu lớp học",,,3387,5111,136000,KH04555,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702182,"Doanh thu lớp học",,,3387,5111,136000,KH04811,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702183,"Doanh thu lớp học",,,3387,5111,136000,KH04812,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702184,"Doanh thu lớp học",,,3387,5111,136000,KH05091,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702185,"Doanh thu lớp học",,,3387,5111,136000,KH05161,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702186,"Doanh thu lớp học",,,3387,5111,136000,KH05166,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702187,"Doanh thu lớp học",,,3387,5111,136000,KH05271,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702188,"Doanh thu lớp học",,,3387,5111,136000,KH05698,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702189,"Doanh thu lớp học",,,3387,5111,136000,KH02401,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702190,"Doanh thu lớp học",,,3387,5111,136000,KH02782,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702191,"Doanh thu lớp học",,,3387,5111,136000,KH03253,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702192,"Doanh thu lớp học",,,3387,5111,136000,KH03269,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702193,"Doanh thu lớp học",,,3387,5111,136000,KH03393,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702194,"Doanh thu lớp học",,,3387,5111,136000,KH03497,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702195,"Doanh thu lớp học",,,3387,5111,136000,KH03721,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702196,"Doanh thu lớp học",,,3387,5111,136000,KH03724,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702197,"Doanh thu lớp học",,,3387,5111,136000,KH03731,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702198,"Doanh thu lớp học",,,3387,5111,136000,KH03735,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702199,"Doanh thu lớp học",,,3387,5111,136000,KH03737,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702200,"Doanh thu lớp học",,,3387,5111,136000,KH03952,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702201,"Doanh thu lớp học",,,3387,5111,136000,KH03977,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702202,"Doanh thu lớp học",,,3387,5111,136000,KH03978,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702203,"Doanh thu lớp học",,,3387,5111,136000,KH04095,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702204,"Doanh thu lớp học",,,3387,5111,136000,KH04555,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702205,"Doanh thu lớp học",,,3387,5111,136000,KH04811,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702206,"Doanh thu lớp học",,,3387,5111,136000,KH04812,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702207,"Doanh thu lớp học",,,3387,5111,136000,KH05091,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702208,"Doanh thu lớp học",,,3387,5111,136000,KH05161,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702209,"Doanh thu lớp học",,,3387,5111,136000,KH05166,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702210,"Doanh thu lớp học",,,3387,5111,136000,KH05271,,,,,,,,,TC5.1
,06-06-2021,06-06-2021,DT702211,"Doanh thu lớp học",,,3387,5111,136000,KH05698,,,,,,,,,TC5.1
,06-13-2021,06-13-2021,DT702212,"Doanh thu lớp học",,,3387,5111,136000,KH02401,,,,,,,,,TC5.1
,06-13-2021,06-13-2021,DT702213,"Doanh thu lớp học",,,3387,5111,136000,KH02782,,,,,,,,,TC5.1
,06-13-2021,06-13-2021,DT702214,"Doanh thu lớp học",,,3387,5111,136000,KH03253,,,,,,,,,TC5.1
,06-13-2021,06-13-2021,DT702215,"Doanh thu lớp học",,,3387,5111,136000,KH03269,,,,,,,,,TC5.1
,06-13-2021,06-13-2021,DT702216,"Doanh thu lớp học",,,3387,5111,136000,KH03393,,,,,,,,,TC5.1
,06-13-2021,06-13-2021,DT702217,"Doanh thu lớp học",,,3387,5111,136000,KH03497,,,,,,,,,TC5.1
,06-13-2021,06-13-2021,DT702218,"Doanh thu lớp học",,,3387,5111,136000,KH03721,,,,,,,,,TC5.1
,06-13-2021,06-13-2021,DT702219,"Doanh thu lớp học",,,3387,5111,136000,KH03724,,,,,,,,,TC5.1
,06-13-2021,06-13-2021,DT702220,"Doanh thu lớp học",,,3387,5111,136000,KH03731,,,,,,,,,TC5.1
,06-13-2021,06-13-2021,DT702221,"Doanh thu lớp học",,,3387,5111,136000,KH03735,,,,,,,,,TC5.1
,06-13-2021,06-13-2021,DT702222,"Doanh thu lớp học",,,3387,5111,136000,KH03737,,,,,,,,,TC5.1
,06-13-2021,06-13-2021,DT702223,"Doanh thu lớp học",,,3387,5111,136000,KH03952,,,,,,,,,TC5.1
,06-13-2021,06-13-2021,DT702224,"Doanh thu lớp học",,,3387,5111,136000,KH03977,,,,,,,,,TC5.1
,06-13-2021,06-13-2021,DT702225,"Doanh thu lớp học",,,3387,5111,136000,KH03978,,,,,,,,,TC5.1
